鏃堕棿(s)	浣嶇疆x(m)	浣嶇疆y(m)	浣嶇疆z(m)	娆ф媺瑙抮oll(rad)	娆ф媺瑙抪itch(rad)	娆ф媺瑙抷aw(rad)	閫熷害x(m/s)	閫熷害y(m/s)	閫熷害z(m/s)
1782895726.776977	-0.449147	0.028768	1.300310	0.014483	-0.001293	0.806010	0.009713	-0.006569	0.002422
1782895726.787045	-0.449147	0.028915	1.300432	0.013708	-0.001627	0.806133	0.009713	-0.006569	0.002422
1782895726.798368	-0.449147	0.028915	1.300432	0.013708	-0.001627	0.806133	0.008189	-0.002573	0.007877
1782895726.806859	-0.449082	0.028886	1.300487	0.015743	-0.001022	0.807556	0.008189	-0.002573	0.007877
1782895726.817983	-0.448956	0.028765	1.300392	0.014790	-0.001942	0.810450	0.012708	-0.007119	0.013101
1782895726.826918	-0.448904	0.028968	1.300601	0.013820	-0.002102	0.810469	0.012708	-0.007119	0.013101
1782895726.837027	-0.448842	0.029078	1.300615	0.012804	-0.001801	0.810850	0.010139	-0.007858	0.013779
1782895726.847571	-0.448826	0.029262	1.300708	0.013971	-0.000726	0.811029	0.010139	-0.007858	0.013779
1782895726.857366	-0.448714	0.029497	1.300888	0.010858	-0.000297	0.810778	0.008671	-0.004653	0.016244
1782895726.867442	-0.448661	0.029712	1.301146	0.010185	-0.001178	0.811198	0.011674	-0.007528	0.019051
1782895726.877008	-0.448534	0.029743	1.301250	0.009164	-0.000749	0.813118	0.011674	-0.007528	0.019051
1782895726.887904	-0.448367	0.029820	1.301451	0.008443	-0.001332	0.814853	0.011674	-0.007528	0.019051
1782895726.896788	-0.448367	0.029820	1.301451	0.008443	-0.001332	0.814853	0.009182	-0.007308	0.017618
1782895726.907536	-0.448256	0.029932	1.301470	0.006921	-0.001617	0.816071	0.009182	-0.007308	0.017618
1782895726.917020	-0.448216	0.030032	1.301599	0.009430	-0.002162	0.817557	0.008725	-0.004332	0.015502
1782895726.927558	-0.448208	0.030111	1.301817	0.009801	-0.001233	0.817961	0.012580	-0.007202	0.017749
1782895726.937216	-0.448113	0.030407	1.301978	0.010923	-0.001627	0.817482	0.012580	-0.007202	0.017749
1782895726.949762	-0.448023	0.030598	1.302223	0.009789	-0.001131	0.818617	0.012580	-0.007202	0.017749
1782895726.957671	-0.447954	0.030700	1.302268	0.008651	-0.001220	0.819973	0.009073	-0.008076	0.014556
1782895726.967547	-0.44798	0.030688	1.302425	0.011028	-0.003308	0.821253	0.007175	-0.004128	0.008107
1782895726.977042	-0.447911	0.030703	1.302556	0.009032	-0.002405	0.822111	0.007175	-0.004128	0.008107
1782895726.987043	-0.447891	0.030858	1.302741	0.004577	-0.002767	0.822402	0.007175	-0.004128	0.008107
1782895726.999046	-0.447891	0.030858	1.302741	0.004577	-0.002767	0.822402	0.014404	-0.006199	0.007816
1782895727.007535	-0.44783	0.031126	1.302724	0.008697	-0.002258	0.822401	0.013804	-0.007942	-0.000111
1782895727.017508	-0.447781	0.031194	1.302741	0.008209	-0.002306	0.822433	0.013804	-0.007942	-0.000111
1782895727.027243	-0.447656	0.031361	1.302741	0.007012	-0.001842	0.822886	0.013804	-0.007942	-0.000111
1782895727.037950	-0.44755	0.031471	1.302665	0.007836	-0.002108	0.825090	0.010847	-0.006372	-0.008054
1782895727.047008	-0.447403	0.031522	1.302695	0.008074	-0.002468	0.826184	0.012573	-0.005661	-0.006047
1782895727.056834	-0.447343	0.031700	1.302601	0.007648	-0.003123	0.827065	0.012573	-0.005661	-0.006047
1782895727.067825	-0.447272	0.031830	1.302615	0.008858	-0.002517	0.826145	0.011621	-0.010508	-0.008381
1782895727.079245	-0.447101	0.031997	1.302502	0.010574	-0.003064	0.826000	0.011621	-0.010508	-0.008381
1782895727.086946	-0.447101	0.031997	1.302502	0.010574	-0.003064	0.826000	0.007174	-0.006298	-0.008931
1782895727.098067	-0.447133	0.031999	1.302492	0.009051	-0.003097	0.827213	0.007174	-0.006298	-0.008931
1782895727.106960	-0.44711	0.032126	1.302276	0.008293	-0.003969	0.827498	0.007174	-0.006298	-0.008931
1782895727.119073	-0.446982	0.032120	1.302006	0.008180	-0.004932	0.829048	0.010685	-0.004605	-0.007213
1782895727.127533	-0.446875	0.032197	1.301963	0.006803	-0.004921	0.830554	0.010685	-0.004605	-0.007213
1782895727.140291	-0.446773	0.032364	1.301917	0.007508	-0.004655	0.830159	0.009461	-0.007268	-0.003305
1782895727.148041	-0.446778	0.032452	1.301887	0.008032	-0.004022	0.830077	0.009461	-0.007268	-0.003305
1782895727.157365	-0.44666	0.032676	1.301650	0.007548	-0.002719	0.830636	0.004845	-0.005720	-0.002761
1782895727.168379	-0.446685	0.032794	1.301729	0.011606	-0.003324	0.831611	0.004845	-0.005720	-0.002761
1782895727.177838	-0.446685	0.032794	1.301729	0.011606	-0.003324	0.831611	0.008052	-0.007694	0.001764
1782895727.188686	-0.446367	0.032977	1.301557	0.009525	-0.001644	0.833468	0.008052	-0.007694	0.001764
1782895727.198037	-0.446367	0.032977	1.301557	0.009525	-0.001644	0.833468	0.005637	-0.011319	0.003806
1782895727.207127	-0.446346	0.033023	1.301568	0.009635	-0.001637	0.833834	0.005637	-0.011319	0.003806
1782895727.220128	-0.446265	0.033081	1.301553	0.009535	-0.001495	0.833529	0.005370	-0.006819	0.002765
1782895727.228764	-0.446202	0.033138	1.301541	0.009112	-0.001232	0.833915	0.005370	-0.006819	0.002765
1782895727.239352	-0.446175	0.033373	1.301613	0.010098	-0.001524	0.833617	0.007074	-0.010037	0.005310
1782895727.246725	-0.446073	0.033427	1.301759	0.011214	-0.002000	0.833277	0.007074	-0.010037	0.005310
1782895727.256578	-0.445982	0.033391	1.301723	0.010725	-0.001457	0.834023	0.004278	-0.012162	0.007369
1782895727.266541	-0.445872	0.033383	1.301791	0.011518	-0.002504	0.835551	0.002375	-0.011525	0.004063
1782895727.277084	-0.445732	0.033381	1.301836	0.011132	-0.002783	0.835693	0.002375	-0.011525	0.004063
1782895727.287588	-0.445671	0.033395	1.301889	0.010536	-0.002929	0.835891	0.002375	-0.011525	0.004063
1782895727.297978	-0.445671	0.033395	1.301889	0.010536	-0.002929	0.835891	0.006219	-0.013093	0.009366
1782895727.307370	-0.445578	0.033506	1.301976	0.014588	-0.004020	0.836649	0.003024	-0.014876	0.005120
1782895727.318102	-0.445431	0.033581	1.302126	0.014255	-0.004331	0.836743	0.003024	-0.014876	0.005120
1782895727.327433	-0.445306	0.033652	1.302144	0.012938	-0.004115	0.836415	0.003024	-0.014876	0.005120
1782895727.347320	-0.445097	0.033581	1.302092	0.015270	-0.005259	0.837539	0.001126	-0.013566	0.009369
1782895727.355627	-0.445097	0.033581	1.302092	0.015270	-0.005259	0.837539	0.001126	-0.013566	0.009369
1782895727.358899	-0.445006	0.033596	1.302189	0.015451	-0.005415	0.838039	0.006692	-0.015491	0.009866
1782895727.368889	-0.44492	0.033574	1.302263	0.013152	-0.004631	0.839259	0.006692	-0.015491	0.009866
1782895727.377483	-0.444838	0.033599	1.302288	0.012607	-0.004951	0.838977	0.004038	-0.019912	0.004143
1782895727.388615	-0.444838	0.033599	1.302288	0.012607	-0.004951	0.838977	0.001782	-0.016986	0.004913
1782895727.397224	-0.444645	0.033552	1.302339	0.013020	-0.004653	0.838763	0.001782	-0.016986	0.004913
1782895727.407511	-0.444562	0.033605	1.302255	0.011516	-0.003825	0.839635	0.001782	-0.016986	0.004913
1782895727.416957	-0.444399	0.033553	1.302325	0.011941	-0.004423	0.839416	0.007403	-0.018606	0.003301
1782895727.429060	-0.44422	0.033430	1.302234	0.009728	-0.005034	0.841424	0.004526	-0.021546	0.003799
1782895727.437697	-0.444095	0.033388	1.302251	0.010717	-0.005145	0.841916	0.004526	-0.021546	0.003799
1782895727.449026	-0.444037	0.033403	1.302241	0.011735	-0.005551	0.841396	0.004526	-0.021546	0.003799
1782895727.457129	-0.443821	0.033353	1.302392	0.014401	-0.006485	0.840793	0.001554	-0.019239	0.004583
1782895727.467910	-0.443699	0.033433	1.302387	0.008925	-0.003984	0.841890	0.001554	-0.019239	0.004583
1782895727.478963	-0.443645	0.033384	1.302458	0.009003	-0.004157	0.841558	0.005066	-0.020272	0.004965
1782895727.489747	-0.443592	0.033354	1.302511	0.009917	-0.005058	0.841618	0.005066	-0.020272	0.004965
1782895727.496850	-0.443592	0.033354	1.302511	0.009917	-0.005058	0.841618	0.000714	-0.022872	0.004346
1782895727.506659	-0.443418	0.033187	1.302481	0.007094	-0.005241	0.843635	0.000714	-0.022872	0.004346
1782895727.518032	-0.443302	0.032993	1.302432	0.006911	-0.005498	0.843282	-0.001585	-0.019271	0.006651
1782895727.527140	-0.443034	0.033053	1.302482	0.012644	-0.006938	0.842904	0.002335	-0.019831	0.004856
1782895727.536893	-0.442977	0.033162	1.302631	0.010065	-0.005710	0.842928	0.002335	-0.019831	0.004856
1782895727.546625	-0.442873	0.033165	1.302648	0.008981	-0.005133	0.842519	0.002335	-0.019831	0.004856
1782895727.556563	-0.442641	0.033206	1.302709	0.009258	-0.004966	0.842943	-0.002279	-0.022083	0.001949
1782895727.566641	-0.442448	0.032991	1.302453	0.010406	-0.004759	0.845114	-0.002279	-0.022083	0.001949
1782895727.576840	-0.442265	0.032870	1.302505	0.007159	-0.005128	0.845005	-0.002617	-0.019576	-0.001020
1782895727.587134	-0.442265	0.032870	1.302505	0.007159	-0.005128	0.845005	0.001397	-0.020424	-0.002489
1782895727.596540	-0.442231	0.032810	1.302336	0.010150	-0.005080	0.845369	0.001397	-0.020424	-0.002489
1782895727.606692	-0.442084	0.032648	1.302294	0.012656	-0.005134	0.845324	0.001397	-0.020424	-0.002489
1782895727.616637	-0.44201	0.032681	1.302182	0.013844	-0.005044	0.844408	-0.000268	-0.023867	-0.005943
1782895727.626522	-0.441917	0.032767	1.302088	0.015837	-0.004300	0.843941	-0.000268	-0.023867	-0.005943
1782895727.637893	-0.441705	0.032577	1.302082	0.016909	-0.005186	0.842657	-0.003027	-0.020169	-0.005546
1782895727.646523	-0.441594	0.032588	1.301859	0.016572	-0.005288	0.844055	-0.003027	-0.020169	-0.005546
1782895727.656499	-0.441303	0.032455	1.301587	0.012162	-0.004713	0.844359	0.002559	-0.021085	-0.006179
1782895727.666639	-0.441192	0.032278	1.301460	0.009985	-0.003912	0.845244	0.001005	-0.023569	-0.009985
1782895727.677467	-0.441133	0.032167	1.301287	0.008988	-0.004299	0.845921	0.001005	-0.023569	-0.009985
1782895727.687344	-0.441056	0.032256	1.301257	0.007929	-0.003294	0.845241	-0.001670	-0.020421	-0.012479
1782895727.697055	-0.441056	0.032256	1.301257	0.007929	-0.003294	0.845241	-0.001670	-0.020421	-0.012479
1782895727.707054	-0.440904	0.032203	1.301183	0.005767	-0.002350	0.845674	-0.001670	-0.020421	-0.012479
1782895727.718617	-0.44085	0.032140	1.300928	0.004893	-0.002242	0.845425	0.005060	-0.022049	-0.010794
1782895727.726977	-0.440805	0.032053	1.300832	0.007002	-0.003036	0.845419	0.005060	-0.022049	-0.010794
1782895727.739216	-0.440575	0.031773	1.300598	0.005435	-0.003862	0.848012	0.001936	-0.025181	-0.013452
1782895727.749197	-0.440475	0.031630	1.300469	0.006942	-0.005263	0.848797	0.001936	-0.025181	-0.013452
1782895727.760036	-0.440435	0.031607	1.300421	0.006689	-0.005174	0.848456	0.001528	-0.020925	-0.013633
1782895727.767083	-0.440153	0.031516	1.300294	0.008429	-0.005077	0.848183	0.001528	-0.020925	-0.013633
1782895727.777540	-0.440143	0.031452	1.300330	0.007451	-0.005464	0.847990	0.004900	-0.021728	-0.005439
1782895727.787404	-0.440143	0.031452	1.300330	0.007451	-0.005464	0.847990	0.004900	-0.021728	-0.005439
1782895727.797728	-0.440034	0.031448	1.300243	0.006682	-0.004160	0.847546	0.004441	-0.024892	-0.004998
1782895727.807070	-0.439908	0.031425	1.300198	0.006893	-0.004350	0.848677	0.004441	-0.024892	-0.004998
1782895727.817239	-0.43985	0.031319	1.300188	0.006328	-0.004672	0.849083	0.002605	-0.019719	-0.000594
1782895727.826996	-0.439816	0.031297	1.300160	0.006584	-0.004771	0.849428	0.002605	-0.019719	-0.000594
1782895727.839081	-0.439668	0.031259	1.300160	0.006331	-0.004337	0.849828	0.008087	-0.022987	0.006989
1782895727.847806	-0.439409	0.031116	1.300274	0.006076	-0.004153	0.849138	0.008087	-0.022987	0.006989
1782895727.856793	-0.43931	0.031038	1.300333	0.005849	-0.003156	0.849224	0.004340	-0.023438	0.010126
1782895727.866978	-0.439253	0.031131	1.300531	0.008019	-0.003358	0.849443	0.003506	-0.018486	0.017285
1782895727.877197	-0.439055	0.031075	1.300740	0.007267	-0.002847	0.847727	0.003506	-0.018486	0.017285
1782895727.887100	-0.438787	0.030976	1.300905	0.009347	-0.003236	0.849882	0.003506	-0.018486	0.017285
1782895727.899555	-0.438787	0.030976	1.300905	0.009347	-0.003236	0.849882	0.006932	-0.025089	0.021645
1782895727.907036	-0.4387	0.030770	1.301174	0.009647	-0.002355	0.850717	0.006932	-0.025089	0.021645
1782895727.956692	-0.43838	0.030619	1.301546	0.012604	-0.003162	0.850603	0.001496	-0.019046	0.019652
1782895727.992026	-0.438051	0.030595	1.302271	0.013098	-0.003855	0.851199	-0.000610	-0.022632	0.011760
1782895728.028497	-0.437494	0.030466	1.302201	0.013685	0.003028	0.850198	0.010822	-0.019630	0.034684
1782895728.074013	-0.434072	0.030750	1.300859	0.033091	0.056401	0.831220	0.034820	-0.022395	0.032687
1782895728.119498	-0.426794	0.032107	1.296085	0.060975	0.144341	0.787140	0.079863	-0.040435	-0.006976
1782895728.159881	-0.418066	0.034026	1.287061	0.078597	0.213735	0.748903	0.207260	-0.069037	-0.142601
1782895728.194181	-0.406374	0.037220	1.273858	0.085769	0.266153	0.704303	0.325284	-0.096611	-0.183993
1782895728.230949	-0.399088	0.039455	1.266845	0.090395	0.286639	0.680767	0.379019	-0.113880	-0.178936
1782895728.285416	-0.381463	0.044733	1.253320	0.082572	0.289156	0.642069	0.490677	-0.125881	-0.165595
1782895728.357519	-0.359316	0.052042	1.238987	0.081233	0.271401	0.607431	0.662533	-0.151007	-0.197749
1782895728.416051	-0.318029	0.065569	1.213454	0.078747	0.232632	0.558118	0.840744	-0.172298	-0.322259
1782895728.459691	-0.269185	0.080343	1.180471	0.070519	0.184935	0.511048	0.898722	-0.183625	-0.397947
1782895728.492942	-0.224662	0.093255	1.147557	0.062944	0.136523	0.477020	0.957236	-0.186352	-0.519405
1782895728.526740	-0.206144	0.098597	1.133218	0.054428	0.122998	0.462320	0.991374	-0.192362	-0.591566
1782895728.569245	-0.177629	0.106230	1.110835	0.047340	0.100191	0.445002	0.990475	-0.185878	-0.619920
1782895728.616226	-0.138515	0.116100	1.081084	0.034233	0.071728	0.419770	0.990527	-0.179224	-0.614152
1782895728.659658	-0.099123	0.125313	1.053346	0.033095	0.042083	0.396156	0.982728	-0.170600	-0.600565
1782895728.690524	-0.049849	0.135765	1.023856	0.030702	0.013309	0.371667	0.949245	-0.155047	-0.507105
1782895728.723820	-0.030201	0.139477	1.014017	0.033910	0.003498	0.362417	0.943597	-0.157874	-0.449972
1782895728.768689	-0.001123	0.144899	1.001846	0.031927	-0.005627	0.349532	0.928058	-0.148745	-0.361742
1782895728.806497	0.036954	0.151478	0.989821	0.030111	-0.010468	0.331650	0.909563	-0.137818	-0.276240
1782895728.842956	0.065014	0.155592	0.983496	0.030571	-0.013229	0.319038	0.902228	-0.133530	-0.184125
1782895728.880214	0.101465	0.160946	0.978584	0.027713	-0.014624	0.302154	0.891138	-0.127370	-0.121373
1782895728.925054	0.128392	0.164483	0.976729	0.028053	-0.015218	0.289800	0.878616	-0.115813	-0.098092
1782895728.970458	0.163441	0.168346	0.976027	0.033132	-0.019313	0.274987	0.869760	-0.116055	-0.079670
1782895729.006950	0.205953	0.172292	0.976323	0.036326	-0.026707	0.253878	0.852897	-0.112817	-0.057563
1782895729.040325	0.222356	0.173695	0.976515	0.040600	-0.030491	0.244077	0.834058	-0.117895	-0.089241
1782895729.082239	0.254282	0.175311	0.975975	0.039010	-0.040617	0.230013	0.815012	-0.124913	-0.098255
1782895729.126096	0.277376	0.176178	0.975110	0.046021	-0.046871	0.217072	0.797024	-0.124874	-0.129698
1782895729.170161	0.299682	0.176135	0.972766	0.045247	-0.054545	0.206105	0.746333	-0.137802	-0.156688
1782895729.205678	0.334685	0.175199	0.967872	0.045963	-0.062357	0.186424	0.709396	-0.140996	-0.187381
1782895729.236554	0.354291	0.174037	0.963882	0.049042	-0.064852	0.176980	0.665860	-0.137764	-0.197753
1782895729.279324	0.37298	0.172628	0.960006	0.045332	-0.065385	0.165223	0.622918	-0.138794	-0.184992
1782895729.308602	0.395915	0.169824	0.954126	0.045784	-0.062383	0.148924	0.593047	-0.154782	-0.180446
1782895729.344912	0.406635	0.168066	0.951666	0.041946	-0.061783	0.140471	0.569919	-0.167247	-0.184433
1782895729.446376	0.440664	0.159161	0.940844	0.039632	-0.057318	0.123442	0.512836	-0.205733	-0.179179
1782895729.502407	0.465628	0.147562	0.931491	0.030142	-0.047403	0.115520	0.427647	-0.261326	-0.149346
1782895729.546169	0.482611	0.135589	0.924069	0.023529	-0.041206	0.115784	0.363700	-0.294494	-0.120717
1782895729.579648	0.49465	0.124783	0.918469	0.013450	-0.032399	0.113657	0.328934	-0.311906	-0.122895
1782895729.616614	0.502017	0.116383	0.914399	0.006582	-0.028024	0.114016	0.305378	-0.314348	-0.111137
1782895729.659310	0.508873	0.107716	0.910469	-0.002243	-0.017292	0.112382	0.269400	-0.318785	-0.123878
1782895729.689799	0.516753	0.096052	0.905351	-0.008304	-0.010600	0.111102	0.215668	-0.316913	-0.100649
1782895729.728057	0.521457	0.087427	0.901878	-0.014534	-0.005104	0.108636	0.198130	-0.313122	-0.072950
1782895729.777109	0.525675	0.078946	0.898591	-0.018893	0.001529	0.106054	0.168538	-0.300071	-0.081226
1782895729.823364	0.531583	0.065495	0.893900	-0.027213	0.012105	0.100187	0.149318	-0.289034	-0.065566
1782895729.863468	0.535044	0.055491	0.890385	-0.034763	0.020620	0.093373	0.114937	-0.259086	-0.038087
1782895729.900817	0.538109	0.046678	0.887890	-0.036454	0.025637	0.086643	0.097569	-0.237147	-0.036637
1782895729.940861	0.540111	0.040753	0.886600	-0.036696	0.032036	0.079138	0.086529	-0.215100	-0.002823
1782895730.004334	0.542547	0.033667	0.886135	-0.035248	0.038793	0.071595	0.070090	-0.192091	0.013590
1782895730.040862	0.545301	0.026464	0.886825	-0.031278	0.045548	0.061839	0.062237	-0.168431	0.046467
1782895730.084144	0.547196	0.021754	0.887818	-0.031384	0.050221	0.052668	0.043352	-0.145698	0.039214
1782895730.129697	0.548564	0.018900	0.888410	-0.027844	0.051953	0.045295	0.035121	-0.124328	0.035038
1782895730.165276	0.550977	0.015147	0.888668	-0.023645	0.057235	0.033257	0.030799	-0.109394	0.026349
1782895730.200500	0.552304	0.013747	0.887679	-0.023706	0.058078	0.026036	0.031467	-0.098299	-0.002349
1782895730.240904	0.553734	0.012289	0.886919	-0.021148	0.059668	0.019776	0.018375	-0.081106	-0.017736
1782895730.278848	0.555804	0.011220	0.885022	-0.022773	0.061412	0.011925	0.015220	-0.073250	-0.014999
1782895730.312885	0.557543	0.010390	0.883506	-0.017373	0.062901	0.007064	0.022825	-0.074729	-0.022335
1782895730.380498	0.55921	0.009620	0.882022	-0.009502	0.060725	0.004003	0.018308	-0.071512	-0.027824
1782895730.500779	0.563341	0.008215	0.880350	-0.008775	0.057995	-0.003140	0.013184	-0.070017	0.013743
1782895730.625880	0.5717	0.005544	0.881358	-0.001657	0.057060	-0.008772	-0.002330	-0.064733	0.057718
1782895730.664325	0.580763	0.001998	0.887571	0.003000	0.056699	-0.012635	-0.012974	-0.057212	0.087322
1782895730.699507	0.584227	0.000951	0.890137	0.004802	0.056946	-0.015883	-0.009684	-0.052181	0.080899
1782895730.743919	0.586764	-0.000003	0.891664	-0.000028	0.062167	-0.018344	-0.018570	-0.042197	0.066155
1782895730.787139	0.590166	-0.001104	0.892728	-0.001676	0.060010	-0.021490	-0.010282	-0.046592	0.053354
1782895730.830322	0.592504	-0.001791	0.892938	-0.007034	0.062238	-0.024137	-0.018535	-0.034905	0.018310
1782895730.868753	0.596775	-0.002714	0.891596	-0.005193	0.061172	-0.032925	-0.008309	-0.035286	-0.012167
1782895730.905089	0.599956	-0.003479	0.889089	0.004631	0.059406	-0.036774	-0.020166	-0.020227	-0.034435
1782895730.953322	0.601617	-0.003677	0.887648	0.001642	0.058638	-0.040214	-0.025230	-0.011714	-0.038812
1782895731.000833	0.605388	-0.004137	0.884567	0.003645	0.055613	-0.047286	-0.028211	-0.008026	-0.026448
1782895731.039472	0.60813	-0.004440	0.882873	0.003129	0.056007	-0.053562	-0.029200	-0.009973	-0.000242
1782895731.072205	0.610577	-0.004834	0.881846	0.003657	0.055405	-0.059270	-0.036069	-0.008817	0.000191
1782895731.117509	0.61241	-0.005172	0.881134	0.004442	0.053188	-0.063114	-0.036393	-0.010808	0.019701
1782895731.155302	0.614343	-0.005797	0.881133	0.007688	0.052008	-0.067556	-0.046755	-0.013647	0.027318
1782895731.192746	0.61617	-0.006626	0.881060	0.005171	0.053717	-0.070021	-0.042910	-0.019517	0.026338
1782895731.233775	0.617783	-0.007452	0.881172	0.006659	0.052769	-0.071240	-0.044804	-0.020458	0.023884
1782895731.275054	0.619802	-0.009008	0.881745	0.009535	0.053199	-0.073282	-0.043503	-0.034544	0.023863
1782895731.314107	0.621076	-0.010777	0.881603	0.005463	0.054449	-0.072306	-0.046480	-0.036798	0.023842
1782895731.350329	0.622283	-0.012269	0.881676	0.002396	0.053207	-0.073383	-0.048299	-0.043437	0.010221
1782895731.389365	0.623607	-0.014623	0.881466	0.001981	0.053186	-0.073078	-0.050817	-0.040432	0.011984
1782895731.431588	0.624482	-0.016415	0.881005	-0.002105	0.054072	-0.071258	-0.048429	-0.049669	0.003514
1782895731.479098	0.62529	-0.018866	0.880280	-0.001931	0.053328	-0.070510	-0.047170	-0.050844	0.015560
1782895731.510801	0.625744	-0.021475	0.879630	-0.006218	0.053249	-0.068150	-0.049740	-0.050245	0.012028
1782895731.546751	0.626594	-0.023285	0.879311	-0.007070	0.054180	-0.067725	-0.047804	-0.050711	-0.007249
1782895731.592264	0.62691	-0.025188	0.878608	-0.014924	0.053681	-0.065705	-0.049991	-0.047350	0.010323
1782895731.646858	0.627482	-0.027723	0.877943	-0.014898	0.054672	-0.065363	-0.055748	-0.040248	-0.004799
1782895731.708036	0.628065	-0.030737	0.877253	-0.013744	0.050234	-0.065687	-0.057725	-0.034610	-0.004815
1782895731.758916	0.628206	-0.033898	0.876023	-0.014492	0.050573	-0.066389	-0.058465	-0.026813	-0.013122
1782895731.796185	0.628381	-0.035615	0.875274	-0.013998	0.049616	-0.068420	-0.058596	-0.020240	-0.015360
1782895731.830206	0.628343	-0.036809	0.874519	-0.011400	0.050217	-0.071283	-0.063665	-0.009307	-0.014646
1782895731.867406	0.627896	-0.038039	0.874149	-0.011319	0.050226	-0.072119	-0.060151	-0.009153	-0.007695
1782895731.900635	0.627757	-0.038840	0.874190	-0.011577	0.051126	-0.075359	-0.064973	-0.002173	0.013287
1782895731.942599	0.627418	-0.039551	0.874402	-0.008481	0.050343	-0.075337	-0.071919	0.001883	0.010551
1782895731.983201	0.62691	-0.040407	0.874992	-0.007610	0.051059	-0.080108	-0.072809	0.003763	0.038382
1782895732.015276	0.626205	-0.041247	0.875161	0.000076	0.049798	-0.080832	-0.075972	0.005046	0.021772
1782895732.058249	0.625923	-0.041607	0.875684	-0.005291	0.050919	-0.081745	-0.076425	0.008454	0.018577
1782895732.093729	0.625295	-0.042397	0.875857	-0.009700	0.057330	-0.083070	-0.073944	0.009794	0.004517
1782895732.135902	0.624437	-0.042941	0.875741	-0.012888	0.059240	-0.083676	-0.061888	0.002084	0.012959
1782895732.176073	0.623551	-0.043678	0.876058	-0.010204	0.060732	-0.086378	-0.067703	0.006547	0.010620
1782895732.210625	0.622897	-0.044445	0.876521	-0.010458	0.059648	-0.087951	-0.059266	0.003035	0.016024
1782895732.250875	0.622241	-0.044943	0.877057	-0.003659	0.057124	-0.088679	-0.062071	0.004494	0.011369
1782895732.295574	0.621557	-0.045786	0.877932	-0.003196	0.055665	-0.087963	-0.058758	0.009494	0.015111
1782895732.337643	0.621034	-0.046119	0.878956	-0.011461	0.057121	-0.088724	-0.057122	0.009280	0.039539
1782895732.371088	0.620374	-0.046780	0.880402	-0.011650	0.057974	-0.088435	-0.054437	0.010662	0.053526
1782895732.405775	0.619678	-0.047103	0.881974	-0.016865	0.059098	-0.088640	-0.057293	0.019276	0.038359
1782895732.441069	0.619656	-0.047426	0.883001	-0.011190	0.057699	-0.088288	-0.050071	0.016943	0.047453
1782895732.479653	0.619224	-0.047897	0.884264	-0.011380	0.058163	-0.089086	-0.052406	0.025581	0.021111
1782895732.510717	0.618854	-0.047935	0.885038	-0.014005	0.059484	-0.088596	-0.038883	0.022827	0.015955
1782895732.557590	0.618385	-0.047889	0.885352	-0.012297	0.058923	-0.089119	-0.041982	0.026565	0.000475
1782895732.601407	0.618149	-0.047709	0.885376	-0.013338	0.059537	-0.091023	-0.038022	0.034768	-0.009304
1782895732.635836	0.61793	-0.047450	0.884866	-0.012915	0.057454	-0.091179	-0.040480	0.035084	-0.012810
1782895732.669716	0.61765	-0.047074	0.884308	-0.008582	0.055772	-0.091181	-0.033752	0.039301	-0.014544
1782895732.710362	0.617557	-0.046545	0.883612	-0.004500	0.055885	-0.091583	-0.036478	0.043334	-0.027655
1782895732.791002	0.617369	-0.046146	0.883032	-0.003192	0.053885	-0.091267	-0.028793	0.042761	-0.008967
1782895732.844022	0.61719	-0.045016	0.882894	-0.002779	0.055108	-0.093890	-0.029149	0.049586	-0.010715
1782895732.891235	0.617293	-0.044126	0.883749	-0.006774	0.055199	-0.093951	-0.028459	0.050134	0.007971
1782895732.938345	0.61724	-0.043451	0.884059	-0.005564	0.052991	-0.094329	-0.027743	0.048671	0.006632
1782895732.972507	0.61717	-0.042901	0.884629	-0.006436	0.052521	-0.095716	-0.017216	0.043845	0.001423
1782895733.023038	0.617199	-0.042220	0.885064	-0.004617	0.051966	-0.097245	-0.022005	0.044959	-0.006215
1782895733.059736	0.616964	-0.042019	0.885098	-0.006444	0.050460	-0.094905	-0.017802	0.041134	-0.016842
1782895733.101005	0.616832	-0.041279	0.884767	-0.006510	0.049894	-0.096635	-0.016448	0.042259	-0.013631
1782895733.141215	0.616679	-0.041132	0.884574	-0.007005	0.049328	-0.095625	-0.021567	0.040562	-0.019209
1782895733.182948	0.616332	-0.040600	0.884164	-0.007757	0.050115	-0.094079	-0.014196	0.039125	-0.015045
1782895733.227465	0.61599	-0.040290	0.883918	-0.006699	0.050038	-0.092220	-0.013727	0.042653	-0.010081
1782895733.266725	0.615636	-0.039687	0.883823	-0.008205	0.051833	-0.091683	-0.015883	0.041790	-0.007504
1782895733.306117	0.615327	-0.039072	0.883806	-0.007506	0.054534	-0.092800	-0.009844	0.041459	0.004062
1782895733.338936	0.615061	-0.038727	0.883848	-0.006314	0.055183	-0.090294	-0.016303	0.048274	0.001636
